"Income.Group","Region","Country","Year","Urban","AgingPop","FemLab","Unemploy","GDPg","GDPpcap","FDIGDP","FDIusd","HDI","LEI","IncI","EduI","EPI","EFI","ESGcomp"
"Upper middle income","Europe & Central Asia","Albania",2003,44.6,7.9,41.6,16.7,5.53005077793323,1846.11881331912,3.17271042518021,178.036400666667,68.7,84.4,63.7,60.5,32.3498677002768,56.8,54.5582936434164
"Upper middle income","Europe & Central Asia","Albania",2004,45.7,8.2,41.8,16.6,5.5099986931984,2373.57984371994,4.75017740669056,327.681210171408,69.2,84.7,64.5,60.6,32.07956066495,58.5,55.1472015328183
"Upper middle income","Europe & Central Asia","Albania",2005,46.7,8.5,42,16.5,5.52991480926491,2673.78728253113,3.2597683417782,258.417488710474,70.2,85,65.3,62.3,32.4777797396193,57.8,55.4300005885525
"Upper middle income","Europe & Central Asia","Albania",2006,47.8,8.9,42.2,16.2,5.90008395738064,2972.74326462176,3.6548517813389,314.638316803697,70.9,85.3,66.4,62.9,34.213070313247,60.3,56.9672544273074
"Upper middle income","Europe & Central Asia","Albania",2007,48.9,9.3,42.4,16,5.97998203625438,3595.03716321514,6.10898158597587,647.36528380649,71.8,85.6,67.4,64.2,39.7171844954072,61.4,59.2951553486222
"Upper middle income","Europe & Central Asia","Albania",2008,50,9.8,42.5,13.1,7.49996956029166,4370.54012699014,9.68206994584371,881.244175083486,72.4,86,68.3,64.6,45.8900838670095,62.4,61.6736918267695
"Upper middle income","Europe & Central Asia","Albania",2009,51.1,10.2,41.6,13.7,3.35006652793865,4114.14011404922,11.1706267334568,950.761387622092,72.9,86.5,68.6,65.2,49.2791392175401,63.7,63.2670750985954
"Upper middle income","Europe & Central Asia","Albania",2010,52.2,10.6,42.4,14.1,3.70689230100685,4094.3503344202,9.13812979653231,1043.51167805772,74,87,69.3,67.3,51.1119447157525,66,64.9469167480591
"Upper middle income","Europe & Central Asia","Albania",2011,53.2,11,42.4,13.5,2.54532184477017,4437.14288515077,8.13533297424745,846.616681619182,75.9,87.6,69.9,71.5,51.439261009814,64,65.1651116362775
"Upper middle income","Europe & Central Asia","Albania",2012,54.3,11.4,42.4,13.4,1.41752599216282,4247.62998374252,7.45135734006813,834.803023050095,77.1,88.1,70,74.3,51.8211239628542,65.1,66.0630038555229
"Upper middle income","Europe & Central Asia","Albania",2013,55.4,11.8,41.3,15.9,1.00198715014967,4413.06086120676,9.81629019287566,1225.67434247578,78.1,88.5,70.5,76.3,52.0166339530763,65.2,66.5383235192562
"Upper middle income","Europe & Central Asia","Albania",2014,56.4,12.2,40.6,17.5,1.77448678495496,4578.6319939825,8.69304102716243,1074.29419046156,78.7,88.9,70.7,77.4,51.2505713259615,66.9,67.0451713977885
"Upper middle income","Europe & Central Asia","Albania",2015,57.4,12.6,41.5,17.1,2.21875223166761,3952.80121524465,8.6905391281482,910.256725971608,78.8,89.3,71.1,77,50.6239401575757,65.7,66.550515380606
"Upper middle income","Europe & Central Asia","Albania",2016,58.4,13,41.4,15.2,3.31480475341897,4124.05572595352,8.80509126091737,1037.32897803745,78.8,89.5,71.7,76.1,50.0476418972475,65.9,66.4242925691742
"Upper middle income","Europe & Central Asia","Albania",2017,59.4,13.3,41.4,13.8,3.80219748796804,4531.02080555986,7.85546803334694,1128.92224543328,78.9,89.7,72.1,75.8,50.796690751175,64.4,66.2390072253525
"Upper middle income","Europe & Central Asia","Albania",2018,60.3,13.7,41.5,12.3,4.0713012947902,5284.38018438156,7.95128890722137,1208.92040582958,79.1,89.9,72.7,75.8,51.0174853431869,64.5,66.4419122696227
"Upper middle income","Europe & Central Asia","Albania",2019,61.2,14.2,41.5,12.3,2.21406315283737,5352.85741103671,7.86108172735406,1161.04528811878,NA,NA,NA,NA,51.9966156644279,66.5,NA
"Upper middle income","Latin America & Caribbean","Argentina",1990,87,8.9,39.4,5.4,-2.46721377637459,4333.48297312146,1.2988816648031,1836,70.7,79.4,70.9,62.8,NA,NA,NA
"Upper middle income","Latin America & Caribbean","Argentina",1991,87.3,9,39.9,5.4,9.13311056620103,5735.36032735223,1.28557885422783,2439,71.4,79.7,72.2,63.2,NA,NA,NA
"Upper middle income","Latin America & Caribbean","Argentina",1992,87.5,9.1,40.3,6.4,7.93729155643075,6823.5376160468,1.93671240172489,3265.06322308014,71.9,80.1,73.3,63.4,NA,NA,NA
"Upper middle income","Latin America & Caribbean","Argentina",1993,87.8,9.2,40.8,10.1,8.20697907221228,6969.11808781005,1.17980281165114,2088.01541009827,72.5,80.4,74.4,63.6,NA,NA,NA
"Upper middle income","Latin America & Caribbean","Argentina",1994,88,9.3,41.2,11.8,5.83620070368526,7483.13968170844,1.411953029158,2622.08787826435,72.9,80.7,75,63.9,NA,NA,NA
"Upper middle income","Latin America & Caribbean","Argentina",1995,88.2,9.4,41.2,18.8,-2.84520961057081,7408.70823818765,2.17392758974997,4112.27440356467,73.1,81,74.4,64.8,46.6599983156149,68,63.7579994946845
"Upper middle income","Latin America & Caribbean","Argentina",1996,88.4,9.5,41.5,17.1,5.52668982715234,7721.35454273963,2.55320340608332,5347.78768664725,73.8,81.3,75,65.9,46.5432640591579,74.7,65.999645884414
"Upper middle income","Latin America & Caribbean","Argentina",1997,88.6,9.6,42,14.8,8.1110467707457,8213.12719994479,3.12787793868196,5507.4540524446,74.6,81.6,76,67,46.854906518975,73.3,65.9931386223592
"Upper middle income","Latin America & Caribbean","Argentina",1998,88.8,9.6,42.2,12.6,3.85017885156229,8289.50572933118,2.43876896154487,4965.18013208156,75.2,81.9,76.3,68.1,47.1010932536879,70.9,65.5736613094397
"Upper middle income","Latin America & Caribbean","Argentina",1999,89,9.7,42.1,14.1,-3.3854570406327,7774.73620280001,8.46058217133806,22257.4133896428,76.3,82.1,75.6,71.5,46.9787813473196,70.6,65.8336344041959
"Upper middle income","Latin America & Caribbean","Argentina",2000,89.1,9.7,42.1,15,-0.78899893905691,7708.10099605414,3.66579059535379,9517.28613980497,77,82.4,75.3,73.6,47.5557561310567,70,66.106726839317
"Upper middle income","Latin America & Caribbean","Argentina",2001,89.3,9.8,42,17.3,-4.40883968258557,7208.3715665121,0.806164134759348,2005.26014226883,77.5,82.7,74.4,75.6,48.7770881579662,68.6,66.2397931140565
"Upper middle income","Latin America & Caribbean","Argentina",2002,89.5,9.8,41.5,19.6,-10.8944848285903,2593.40415042466,2.19895819502207,2776.05,77,83,72.1,76.2,50.2780755621292,65.7,65.6334226686388
"Upper middle income","Latin America & Caribbean","Argentina",2003,89.7,9.8,41.8,15.4,8.83704079576924,3349.8061244115,1.29481086883944,878.23,77.5,83.2,73.4,76.1,50.9893947921307,56.3,63.2134851043059
"Upper middle income","Latin America & Caribbean","Argentina",2004,89.9,9.9,42.2,13.5,9.02957330068155,4277.72135064389,2.5050175164097,3448.72,77.5,83.5,73.4,76,50.1376804908371,53.9,62.2646374805845
"Upper middle income","Latin America & Caribbean","Argentina",2005,90,9.9,41.8,11.5,8.85165992013435,5109.85132522621,2.64935441452167,3954.19,77.7,83.8,74.5,75.1,49.5428686379264,51.7,61.4928605913779
"Upper middle income","Latin America & Caribbean","Argentina",2006,90.2,9.9,42.1,10.1,8.04715150043027,5919.01203707753,2.38106854489628,3098.62706563234,80.1,84,76.8,79.5,47.6403240438035,53.4,62.3520972131411
"Upper middle income","Latin America & Caribbean","Argentina",2007,90.4,10,41.8,8.5,9.00765087504757,7245.44831728945,2.25129423568361,4968.92480078457,80.6,84.3,78.1,79.6,46.7509847471584,54,62.4919620908142
"Upper middle income","Latin America & Caribbean","Argentina",2008,90.5,10.1,41.5,7.8,4.05723310346406,9020.87309807194,2.68990096507093,8334.61854064712,81,84.5,78.6,80.1,46.1557312442465,54.2,62.5333860399406
"Upper middle income","Latin America & Caribbean","Argentina",2009,90.7,10.1,41.8,8.6,-5.91852507634947,8225.13717626412,1.20643922647566,3305.61252113841,81,84.8,77.4,81,46.7562488489737,52.3,62.1435413213588
"Upper middle income","Latin America & Caribbean","Argentina",2010,90.8,10.2,41.4,7.7,10.1253981561002,10385.9644319555,2.67516171886537,10367.9579460427,81.8,85,78.7,81.8,47.9087251358279,51.2,62.4659508740817
"Upper middle income","Latin America & Caribbean","Argentina",2011,91,10.3,41.4,7.2,6.00395169280579,12848.8641969705,2.04464008003071,9351.9309446815,82.3,85.3,79.5,82.4,49.6576096923956,51.7,63.3672829077187
"Upper middle income","Latin America & Caribbean","Argentina",2012,91.1,10.4,41.6,7.2,-1.02642045443208,13082.664325572,2.80667189982932,14269.0843387678,82.3,85.5,79.2,82.2,51.5767228945638,48,62.7930168683691
"Upper middle income","Latin America & Caribbean","Argentina",2013,91.2,10.5,41.4,7.1,2.40532378079436,13080.2547323367,1.77920553648531,8931.68899943165,82.4,85.8,79.4,82.2,53.2573197574452,46.7,62.9738625939002
"Upper middle income","Latin America & Caribbean","Argentina",2014,91.4,10.6,41.2,7.3,-2.51261532081396,12334.7982453893,0.962406650325519,3144.79410885981,82.5,86,78.9,82.6,53.7252151657131,44.6,62.4975645497139
"Upper middle income","Latin America & Caribbean","Argentina",2015,91.5,10.7,41.6,7.8,2.73115982828946,13789.060424772,1.97713461784426,10883.7607839318,82.8,86.3,79.2,83.2,54.1362523060068,44.1,62.630875691802
"Upper middle income","Latin America & Caribbean","Argentina",2016,91.6,10.9,42,8,-2.08032784377811,12790.2424732447,0.584749931723909,1473.63340702589,82.8,86.5,78.7,83.4,54.1079153528249,43.8,62.5190412725141
"Upper middle income","Latin America & Caribbean","Argentina",2017,91.7,11,42.3,8.3,2.66859037935303,14591.8633810541,1.79196134499023,10361.2312442599,83.2,86.7,78.8,84.2,53.5754169934417,50.4,64.4859584313658
"Upper middle income","Latin America & Caribbean","Argentina",2018,91.9,11.1,43,9.2,-2.48179244509274,11683.9496216363,2.28380594250566,10070.6359959832,83,87,78.1,84.2,53.8577169490588,52.3,65.0873150847176
"Upper middle income","Latin America & Caribbean","Argentina",2019,92,11.2,43,9.8,-2.16295212091666,10006.1489736082,1.48178869265236,5123.84594927597,NA,NA,NA,NA,54.0184364568458,52.2,NA
"Upper middle income","Europe & Central Asia","Armenia",1990,67.4,5.6,43.3,1.6,NA,637.854659491342,NA,NA,63.3,73.7,54.1,63.7,NA,NA,NA
"Upper middle income","Europe & Central Asia","Armenia",1991,67.2,6.1,43.6,1.6,-11.6999984849208,590.121047267559,NA,NA,62.9,73.6,52.9,64,NA,NA,NA
"Upper middle income","Europe & Central Asia","Armenia",1992,66.9,6.6,43.9,1.8,-41.8000027447203,369.632616583198,0.188593628501326,NA,58.5,73.8,42.3,64,NA,NA,NA
"Upper middle income","Europe & Central Asia","Armenia",1993,66.6,7.2,44.4,5.3,-8.79999879416201,357.203277745679,0.0665937908053948,0.8,59,74.2,42.7,64.7,NA,NA,NA
"Upper middle income","Europe & Central Asia","Armenia",1994,66.3,7.8,44.8,6.6,5.40000278277397,400.515238080735,0.608291621442106,8,60,74.7,45.2,64,NA,NA,NA
"Upper middle income","Europe & Central Asia","Armenia",1995,66.1,8.4,45.3,6.7,6.89999841553939,456.375048663809,1.72442285714463,25.32,60.4,75.3,46.5,63.1,54.1194017598381,42.2,53.5491538612848
"Upper middle income","Europe & Central Asia","Armenia",1996,65.8,8.8,45.6,9.3,5.86540075090558,504.058559449916,1.10020926856519,17.57,61.4,76,48,63.3,54.2375957913765,42.2,53.9046120707463
"Upper middle income","Europe & Central Asia","Armenia",1997,65.5,9.1,46,10.8,3.32107969826872,523.283068040748,3.16805367491259,51.94,62.5,76.8,49.2,64.6,53.9252065778977,46.7,55.6008953067026
"Upper middle income","Europe & Central Asia","Armenia",1998,65.2,9.3,46.3,9.4,7.29999998931321,609.172437516102,12.2707797402698,220.829,63.7,77.6,49.9,66.6,53.9909600825003,49.6,56.9572880247501
"Upper middle income","Europe & Central Asia","Armenia",1999,64.9,9.6,46.5,11.2,3.30000000199063,597.432514707894,6.61258077844183,122.034,64.4,78.4,50.5,67.4,54.0257877543458,56.4,59.3010696596371
"Upper middle income","Europe & Central Asia","Armenia",2000,64.7,10,46.7,11.1,5.89999999999988,622.742139063498,5.45043316560111,104.1885,64.9,79.1,51.4,67.1,53.9358092430807,63,61.4274094395909
"Upper middle income","Europe & Central Asia","Armenia",2001,64.4,10.4,46.8,10.9,9.59999999999989,694.42322774468,3.29806741743693,69.8685,65.3,79.7,52.9,66,54.0291665221484,66.4,62.6087499566445
"Upper middle income","Europe & Central Asia","Armenia",2002,64.2,10.9,46.7,10.9,13.2,783.240698647042,4.65949974895049,110.723793820445,66.3,80.2,55,66,49.2463840840738,68,62.0005818918888
"Upper middle income","Europe & Central Asia","Armenia",2003,64.1,11.4,46.7,10.8,14.0000000000001,930.127321851799,4.37657009672658,122.24397497818,67.2,80.5,57,66.2,48.587119373258,67.3,61.9261358119774
"Upper middle income","Europe & Central Asia","Armenia",2004,64,11.7,46.6,10.6,10.4999999999999,1191.91901957402,6.90990201303095,247.264860111629,68.1,80.8,58.5,66.8,48.3266002164545,70.3,63.0679800649363
"Upper middle income","Europe & Central Asia","Armenia",2005,63.9,11.9,46.6,10.4,13.9,1643.7530293611,5.96010633958357,286.684171830529,69.4,81,60.8,67.9,45.5276976475581,69.8,62.5583092942674
"Upper middle income","Europe & Central Asia","Armenia",2006,63.8,11.9,46.5,10.1,13.2,2158.14369710179,7.3073150316137,443.904925628455,70.8,81.1,62.9,69.6,44.7541525177036,70.6,63.0862457553111
"Upper middle income","Europe & Central Asia","Armenia",2007,63.7,11.7,46.5,9.8,13.7000000000002,3139.27749894333,7.25233197719082,658.779848027598,72.4,81.3,65.1,71.7,43.1599350317649,68.6,62.6079805095295
"Upper middle income","Europe & Central Asia","Armenia",2008,63.6,11.5,46.5,13.5,6.89999999999998,4010.85724255226,8.09234920917782,913.226598537507,72.7,81.5,66.3,71.2,41.5790985118103,69.9,62.6437295535431
"Upper middle income","Europe & Central Asia","Armenia",2009,63.5,11.2,46.5,18.4,-14.1000000000001,2994.34254448509,8.78869455248089,707.800329856072,72.4,81.7,63.8,72.9,42.9880623855095,69.9,62.9864187156529
"Upper middle income","Europe & Central Asia","Armenia",2010,63.4,11,45.8,19,2.20000000000017,3218.37270660563,5.71603784546004,501.862328992661,72.9,82,64.3,73.4,44.5494906100526,69.2,63.4181805163491
"Upper middle income","Europe & Central Asia","Armenia",2011,63.3,10.9,47.1,18.4,4.69999999999983,3525.80474671153,6.44066836705362,434.138222389594,73.3,82.4,64.7,73.7,45.8809053681813,69.7,64.1142716104544
"Upper middle income","Europe & Central Asia","Armenia",2012,63.2,10.8,47.2,17.3,7.20000000000003,3681.8574560431,4.67672787765567,473.210732062169,73.7,82.8,65.8,73.6,46.4081821466672,68.8,64.1891213106668
"Upper middle income","Europe & Central Asia","Armenia",2013,63.2,10.8,47.2,16.2,3.3,3838.18580148382,3.11193148125796,315.829524319474,74.3,83.2,66.5,74.3,47.5739066429088,69.4,64.9588386595393
"Upper middle income","Europe & Central Asia","Armenia",2014,63.1,10.8,47.1,17.5,3.60000000000001,3986.23162376713,3.50211424719527,377.774323990989,74.6,83.5,66.8,74.6,49.0916896592904,68.9,65.3841735644538
"Upper middle income","Europe & Central Asia","Armenia",2015,63.1,10.9,46.9,18.3,3.20000000000005,3607.29669672271,1.74473699241328,155.37606198069,74.8,83.8,67.1,74.6,48.7172405910621,67.1,64.8118388439853
"Upper middle income","Europe & Central Asia","Armenia",2016,63.1,11,46.1,17.6,0.200000000000003,3591.82927553023,3.16450822069324,263.213931739248,75.1,84.1,66.8,75.5,48.2743017477546,67,64.768957190993
"Upper middle income","Europe & Central Asia","Armenia",2017,63.1,11.1,46.2,17.7,7.49999999999989,3914.5012684128,2.17684677683483,221.878286340818,75.8,84.3,68.1,75.9,48.5054559770202,70.3,66.0816367931061
"Upper middle income","Europe & Central Asia","Armenia",2018,63.1,11.3,46.2,17.5,5.2,4220.49027671249,2.04003330127782,247.133657725604,76,84.5,68.4,75.9,48.8497909605653,68.7,65.7716039548363
"Upper middle income","Europe & Central Asia","Armenia",2019,63.2,11.5,46.2,17,7.59999999999998,4622.73349328671,1.85826759386502,396.63261805586,NA,NA,NA,NA,49.0187948571336,67.7,NA
"High income","East Asia & Pacific","Australia",1990,85.4,11.1,41.4,9.6,3.57061742142551,18211.2745901556,2.72149187926003,7824.69871919629,86.6,87.6,84.9,87.3,NA,NA,NA
"High income","East Asia & Pacific","Australia",1991,85.4,11.3,41.6,9.6,-0.397231658736658,18821.4773892062,0.802945864760822,3782.55574593944,86.7,88,84.7,87.4,NA,NA,NA
"High income","East Asia & Pacific","Australia",1992,85.3,11.4,41.8,10.7,0.41252910915604,18569.8127525565,1.52115359464546,1106.56201123958,86.8,88.5,84.7,87.4,NA,NA,NA
"High income","East Asia & Pacific","Australia",1993,85.2,11.6,41.9,10.9,4.02940866924268,17634.2563519674,1.70519355274344,2767.98426036539,87.2,88.9,85.2,87.5,NA,NA,NA
"High income","East Asia & Pacific","Australia",1994,85,11.7,42.3,9.7,3.98269524456455,18046.0202439789,1.38371274596033,2630.68404212361,87.5,89.3,85.6,87.5,NA,NA,NA
"High income","East Asia & Pacific","Australia",1995,84.9,11.9,42.7,8.5,3.8360591178651,20319.6306283956,3.61336705833932,9222.49812851398,88.3,89.6,85.9,89.4,64.1123679357981,74.1,76.7837103807394
"High income","East Asia & Pacific","Australia",1996,84.8,12,42.9,8.5,3.87861846178214,21861.32550987,1.14012523229681,-441.6547913511,88.6,90,86.3,89.5,64.2682756966491,74,76.9204827089947
"High income","East Asia & Pacific","Australia",1997,84.6,12.1,42.9,8.4,3.96649664429529,23468.5968306374,1.86117450955296,2007.44143230132,88.9,90.4,86.7,89.5,64.1776877265963,75.5,77.4499729846456
"High income","East Asia & Pacific","Australia",1998,84.5,12.1,43.1,7.7,4.57669378261247,21318.9641694318,1.90464460648602,2932.19062071574,89.2,90.8,87.3,89.5,64.1969997535218,75.6,77.6190999260565
"High income","East Asia & Pacific","Australia",1999,84.4,12.2,43.2,6.9,5.07358525786199,20533.035061907,0.568932376888847,1898.2493104422,89.5,91.2,87.9,89.5,64.2617284363016,76.4,78.0118518642238
"High income","East Asia & Pacific","Australia",2000,84.2,12.3,43.6,6.3,3.93309702604363,21679.2478424147,3.58674526948965,10797.9587049726,89.8,91.7,88.3,89.5,62.9136848402707,77.1,77.9374387854145
"High income","East Asia & Pacific","Australia",2001,84.1,12.4,43.9,6.7,1.93088254446003,19490.8611097303,2.83240234431957,-2663.16510934216,90,92.1,88.4,89.6,61.83145714405,77.4,77.7827704765483
"High income","East Asia & Pacific","Australia",2002,84.2,12.5,44.1,6.4,4.00137703160961,20082.4832672749,3.71376212294673,7681.97173488822,90.3,92.6,88.8,89.5,61.3420797605979,77.3,77.7126239281794
"High income","East Asia & Pacific","Australia",2003,84.3,12.6,44.4,5.9,2.9859404859405,23447.0310006717,1.92614705261838,-9612.586773251,90.4,93,89,89.3,63.38289997915,77.4,78.4082033270783
"High income","East Asia & Pacific","Australia",2004,84.5,12.7,44.3,5.4,4.05555187381954,30430.6764374443,7.00544417278242,33123.3905866106,90.7,93.4,89.5,89.2,63.9161664660127,77.9,78.8248499398038
"High income","East Asia & Pacific","Australia",2005,84.6,12.9,44.7,5,3.20416012202685,33999.2428575835,-3.61881463501012,7620.25275131983,90.2,93.8,89.6,87.3,65.6755693691905,79,79.4960041440905
"High income","East Asia & Pacific","Australia",2006,84.7,12.9,44.8,4.8,2.7945833156557,36044.9228108485,4.0950242402329,6470.0536608773,90.5,94.1,89.8,87.6,66.7230541822997,79.9,80.1869162546899
"High income","East Asia & Pacific","Australia",2007,84.8,13,44.9,4.4,3.84430955287924,40960.0544948199,5.20924970813456,30020.0940885358,90.8,94.4,90.1,87.9,68.1086242123891,81.1,81.0825872637167
"High income","East Asia & Pacific","Australia",2008,84.9,13.1,45,4.2,3.65791265061549,49601.6567082178,4.28465048042784,13272.1172173587,92.2,94.7,90.4,91.4,68.3307996121464,82.2,82.0259065503106
"High income","East Asia & Pacific","Australia",2009,85.1,13.2,45.2,5.6,1.93692176952554,42772.3591664498,3.09151820481379,17218.5126300947,92.3,95,90.5,91.6,68.8010634099101,82.6,82.3669856896397
"High income","East Asia & Pacific","Australia",2010,85.2,13.4,45.1,5.2,2.06746567730687,52022.1255961876,3.07211866626719,17142.0683111791,92.6,95.3,90.5,91.9,69.3810366219448,82.6,82.6209776532501
"High income","East Asia & Pacific","Australia",2011,85.3,13.6,45.3,5.1,2.46278617259068,62517.8337471503,4.69372391405916,57304.2512004141,92.8,95.6,90.6,92.2,69.7215955353561,82.5,82.7864786606068
"High income","East Asia & Pacific","Australia",2012,85.4,13.9,45.4,5.2,3.91816177220686,68012.1479005934,3.72217187360839,51785.7392221873,93.2,95.8,91.1,92.8,67.7333442195098,83.1,82.5433365991863
"High income","East Asia & Pacific","Australia",2013,85.5,14.3,45.6,5.7,2.58487511083116,68150.1070413215,3.42582358029025,54767.9945463688,92.6,96.1,91.3,90.6,70.5131515182589,82.6,83.0006121221443
"High income","East Asia & Pacific","Australia",2014,85.6,14.6,45.7,6.1,2.5331154467595,62510.7911705641,4.3063839544263,40630.4590959235,92.9,96.4,91.5,90.8,71.7918154883041,82,83.2975446464912
"High income","East Asia & Pacific","Australia",2015,85.7,14.9,45.9,6.1,2.1926400283338,56755.7217124249,3.46918822638302,38633.2212063589,93.3,96.6,91.7,91.8,73.7759957571174,81.4,83.8994653938019
"High income","East Asia & Pacific","Australia",2016,85.8,15.1,46.2,5.7,2.77065669252896,49971.131456129,3.55551275674696,46007.2793690228,93.5,96.9,91.8,91.9,75.4337676952033,80.3,84.1334636418943
"High income","East Asia & Pacific","Australia",2017,85.9,15.4,46.3,5.6,2.36761725296472,54066.4712686117,3.57415596320477,39208.8338745164,93.7,97.1,91.9,92.3,76.0271185455552,81,84.6148022303332
"High income","East Asia & Pacific","Australia",2018,86,15.7,46.5,5.3,2.94033358170461,57395.9194663167,4.25966193188225,60863.7469228067,93.8,97.4,92,92.3,76.2162032209367,80.9,84.694860966281
"High income","East Asia & Pacific","Australia",2019,86.1,15.9,46.5,5.3,1.89682574004799,54907.1019101424,2.87752825650902,33118.5735670126,NA,NA,NA,NA,76.3402211919237,80.9,NA
"Lower middle income","South Asia","Bangladesh",1990,19.8,3.1,20.5,2.2,5.62225816160702,306.268703808998,0.0102498456011247,3.23878118895631,38.8,58.8,39.4,25.1,NA,NA,NA
"Lower middle income","South Asia","Bangladesh",1991,20.3,3.2,20.6,2.2,3.4852278153552,293.160415517259,0.00449146424413688,1.39044432247979,39.5,59.8,39.6,26,NA,NA,NA
"Lower middle income","South Asia","Bangladesh",1992,20.6,3.2,20.8,2.3,5.44268555072129,293.644998454253,0.0117375764038405,3.72185338228801,40.3,61,40.1,26.8,NA,NA,NA
"Lower middle income","South Asia","Bangladesh",1993,21,3.3,21,2.4,4.71156172449447,300.555753175017,0.0423616549795559,14.0498865245761,41.1,62.1,40.5,27.6,NA,NA,NA
"Lower middle income","South Asia","Bangladesh",1994,21.3,3.3,21.2,2.4,3.89012644065643,299.533039744954,0.033012230974896,11.147788327757,41.9,63.4,40.8,28.4,NA,NA,NA
"Lower middle income","South Asia","Bangladesh",1995,21.7,3.4,21.4,2.5,5.12127789716162,329.424084643072,0.00499837818821928,1.89637212711773,42.7,64.6,41.2,29.2,28.5300161167108,40.9,38.8290048350132
"Lower middle income","South Asia","Bangladesh",1996,22.1,3.5,21.6,2.5,4.52291921762344,394.717475124248,0.0291349551912921,13.5298315362586,43.6,65.8,41.5,30.3,28.5664013721369,51.1,42.2465870783077
"Lower middle income","South Asia","Bangladesh",1997,22.4,3.6,21.8,2.7,4.48989649735631,401.498690814147,0.288896567530215,136.310534134237,44.4,67,41.9,31.3,28.6777350743359,49.9,42.2666538556341
"Lower middle income","South Asia","Bangladesh",1998,22.8,3.7,22.1,2.9,5.17702687345256,407.429186160797,0.380236166897956,187.057212499121,45.3,68.1,42.3,32.4,28.6819244975255,52,43.2445773492576
"Lower middle income","South Asia","Bangladesh",1999,23.2,3.8,22.3,3.1,4.67015636827865,409.543196853608,0.350304290993085,179.603006318605,46.2,69,42.7,33.4,28.7342836057174,50,42.9669517483819
"Lower middle income","South Asia","Bangladesh",2000,23.6,3.9,22.6,3.3,5.2932947184604,418.068968311378,0.525362089236089,280.384629677983,47,69.9,43.2,34.4,29.197000218259,48.9,43.0957667321444
"Lower middle income","South Asia","Bangladesh",2001,24.1,3.9,22.8,3.6,5.07728777597312,415.034426620147,0.145443904569924,78.5270400772574,47.9,70.7,43.7,35.5,29.5006366751252,51.2,44.1968576692042
"Lower middle income","South Asia","Bangladesh",2002,24.8,4,23,4,3.83312394005608,413.080254575162,0.0955793676464671,49.6624439923349,48.5,71.4,44.1,36.2,29.4915709662763,51.9,44.6441379565496
"Lower middle income","South Asia","Bangladesh",2003,25.4,4.1,23.2,4.3,4.73956739916446,446.310659190362,0.445960783298092,265.507414091238,49.2,72.1,44.5,37,30.2041273260904,49.3,44.3312381978271
